Transaction_Type,Age,Income,Transaction_Amount,Transactions_24h,Account_Age_Years,Distance_From_Home_Km,Device_Risk_Score,International_Transaction,Is_Fraud
Online,45.0,58275.49,2594.59,3.0,5.65,17.34,0.176,No,0
Transfer,22.0,53410.75,3089.6,6.0,5.93,22.57,0.4,No,0
POS,41.0,41785.8,5243.41,3.0,3.41,30.0,0.021,Yes,0
POS,22.0,110651.13,8470.4,6.0,9.22,8.54,0.555,No,1
ATM,20.0,64562.77,1173.46,,11.59,23.08,0.399,Yes,0
POS,39.0,32116.34,2104.31,4.0,3.21,7.01,0.275,No,0
Transfer,42.0,23965.53,1638.34,8.0,10.2,26.71,0.158,,0
ATM,46.0,58075.25,1419.95,4.0,3.36,16.89,0.053,Yes,0
POS,41.0,43882.75,496.71,2.0,2.09,75.49,0.054,No,0
POS,42.0,,2561.3,3.0,4.58,10.05,0.028,No,0
Transfer,25.0,54572.29,4037.44,7.0,7.61,13.72,0.589,No,0
ATM,35.0,39869.05,2140.82,7.0,4.69,3.66,0.466,Yes,0
Transfer,19.0,57137.56,2477.71,5.0,7.21,19.83,0.247,No,0
Online,18.0,,3798.96,3.0,5.68,15.23,0.296,No,0
Transfer,44.0,34224.57,10251.36,2.0,9.06,21.4,0.185,No,0
POS,28.0,59826.14,1643.0,5.0,6.59,19.0,0.103,No,0
Online,46.0,35967.12,774.67,5.0,9.59,76.42,0.327,No,0
POS,48.0,37035.08,,4.0,2.43,28.56,0.072,No,0
POS,29.0,35415.17,16442.21,4.0,4.39,35.62,0.054,No,0
Online,42.0,74858.6,783.01,6.0,5.0,21.9,0.253,No,0
POS,29.0,39662.45,4789.5,6.0,2.44,24.56,0.272,No,0
ATM,18.0,83451.19,7958.21,7.0,1.98,21.28,0.059,Yes,1
Online,37.0,100406.88,234.75,1.0,6.15,21.58,0.182,No,0
POS,31.0,32273.26,3767.88,5.0,7.0,12.66,0.627,Yes,0
POS,31.0,15000.0,4570.86,9.0,5.34,34.98,0.132,,0
Online,58.0,72001.85,1913.54,2.0,8.18,79.64,0.314,Yes,0
Transfer,19.0,38581.59,1309.77,1.0,1.69,21.86,0.663,No,0
ATM,40.0,30474.14,1384.9,5.0,3.83,8.97,0.211,Yes,0
Online,25.0,34526.92,1799.88,3.0,1.46,40.79,0.015,No,0
Transfer,46.0,37337.43,1848.17,1.0,5.42,58.54,0.187,No,0
Transfer,39.0,80672.63,1530.38,3.0,6.46,13.3,0.126,Yes,0
Online,40.0,48357.56,1771.48,,9.03,7.22,0.553,No,0
,26.0,80180.62,8224.21,7.0,1.47,32.39,0.446,No,0
Online,28.0,56208.14,742.2,1.0,6.12,22.4,0.645,No,0
Transfer,46.0,39154.24,434.84,2.0,9.31,30.3,0.395,,0
POS,55.0,37750.61,8356.8,4.0,1.99,20.61,0.224,No,0
POS,41.0,57938.75,2063.23,7.0,1.29,17.35,0.247,No,0
Online,26.0,65095.41,,2.0,0.58,9.54,0.189,No,0
Transfer,40.0,70472.26,2236.86,3.0,6.87,27.52,0.469,Yes,0
Online,63.0,40003.63,3081.97,8.0,2.82,6.2,0.086,No,0
Online,37.0,48691.53,1480.29,1.0,6.43,34.88,0.328,Yes,0
Online,52.0,58526.56,4146.32,9.0,4.35,33.27,0.467,No,0
ATM,28.0,37859.36,,5.0,10.4,26.75,0.456,No,0
Online,36.0,27002.77,1848.67,4.0,7.36,48.07,0.322,No,0
Transfer,43.0,31306.96,272.97,4.0,2.59,16.14,0.142,No,0
POS,40.0,40374.43,8073.02,4.0,4.09,15.68,0.322,No,0
Online,28.0,60621.87,2096.36,6.0,7.36,14.75,0.081,No,0
Online,27.0,79297.16,4886.1,5.0,1.79,23.21,0.334,No,0
Online,47.0,24445.38,4026.37,4.0,8.55,18.52,0.147,No,0
POS,49.0,34393.14,4332.33,2.0,4.25,14.34,0.079,No,0
ATM,53.0,38306.68,2480.64,7.0,7.43,15.34,0.099,No,0
Online,56.0,64346.67,3685.91,2.0,4.41,25.88,0.09,No,0
ATM,37.0,,956.0,4.0,3.43,44.89,0.128,No,0
Online,,37087.61,775.0,2.0,2.94,12.41,0.443,Yes,0
ATM,51.0,23837.64,2259.59,4.0,10.2,1.97,0.267,No,0
Transfer,44.0,55935.31,1266.83,,4.11,31.88,0.333,No,0
ATM,25.0,41847.54,10399.47,5.0,14.24,9.0,0.009,No,0
POS,25.0,33526.7,3638.0,1.0,5.46,44.8,0.106,No,0
ATM,41.0,40040.1,1221.17,3.0,2.45,35.79,0.189,No,0
Online,34.0,74724.68,1905.51,7.0,0.24,38.01,0.281,No,0
Online,36.0,28630.24,2855.64,4.0,8.7,21.38,0.178,No,0
Online,48.0,30812.35,2335.64,4.0,4.42,43.23,0.171,No,0
POS,44.0,79057.55,3280.63,3.0,7.47,27.31,0.167,Yes,0
ATM,51.0,46560.9,,2.0,11.97,25.73,0.08,Yes,0
POS,18.0,60828.1,622.28,1.0,7.01,22.63,0.195,No,0
Transfer,39.0,53917.27,290.95,1.0,6.01,29.44,0.459,No,0
Online,44.0,,1720.61,3.0,8.68,5.21,0.519,No,0
ATM,19.0,38471.89,4378.84,5.0,7.41,14.2,0.178,No,0
Online,29.0,65422.33,1740.06,5.0,1.21,14.22,0.078,No,0
Online,27.0,75922.57,8609.4,6.0,9.0,18.96,0.164,No,0
ATM,36.0,73299.02,2385.49,4.0,4.86,8.58,0.125,No,0
Transfer,,26395.68,9713.21,3.0,9.62,11.91,0.126,No,0
POS,58.0,80953.3,7910.53,6.0,6.52,6.69,0.281,No,0
Online,27.0,38305.43,7153.33,6.0,8.57,11.79,0.384,No,0
POS,,32037.25,750.35,3.0,4.33,9.9,0.229,No,0
Online,42.0,41698.49,2543.22,5.0,0.45,11.55,0.18,No,0
Transfer,40.0,65409.68,,4.0,6.69,36.31,0.075,Yes,0
ATM,40.0,57390.07,3282.6,6.0,7.93,19.39,0.339,No,0
Online,39.0,40114.53,4352.07,3.0,3.33,16.95,0.072,No,0
Online,55.0,65602.39,624.01,4.0,4.39,47.82,0.073,,0
Online,48.0,47923.2,17031.77,5.0,0.1,26.14,0.108,No,1
Transfer,24.0,34772.45,1133.05,3.0,4.53,27.68,0.344,Yes,1
POS,45.0,32721.97,340.23,5.0,1.25,22.69,0.117,No,0
ATM,46.0,54123.48,1759.74,4.0,6.55,36.92,0.218,No,0
POS,39.0,43359.66,216.28,6.0,6.0,40.93,0.147,No,0
POS,48.0,24232.27,844.65,5.0,5.05,25.38,0.227,No,0
Online,38.0,65883.31,32291.45,0.0,8.97,36.61,0.131,No,0
Transfer,38.0,36253.6,1709.58,0.0,5.72,29.4,0.036,Yes,0
Online,37.0,92122.23,599.6,7.0,5.58,26.09,0.176,No,0
POS,18.0,23934.41,2564.05,5.0,5.96,15.83,0.275,Yes,0
POS,35.0,41485.49,1018.66,4.0,3.25,11.31,0.196,No,0
POS,29.0,32840.83,5934.66,7.0,7.97,5.34,0.515,No,0
Transfer,23.0,29012.37,1027.11,5.0,2.25,56.8,0.26,No,1
Online,52.0,36147.46,,1.0,6.27,36.87,0.162,No,0
POS,42.0,99824.93,793.92,,8.66,14.58,0.25,No,0
POS,36.0,47998.95,33626.65,2.0,1.92,4.41,0.298,No,0
POS,30.0,31512.8,4136.77,2.0,0.97,29.53,0.083,No,0
Online,39.0,19762.37,2161.46,6.0,1.87,16.27,0.27,Yes,0
Online,47.0,20739.69,1865.13,2.0,10.45,38.21,0.044,No,0
Online,27.0,35348.43,1437.19,3.0,3.17,9.29,0.621,No,0
Online,36.0,33835.24,1168.1,5.0,1.4,14.14,0.04,No,0
,46.0,40684.19,1136.43,7.0,6.1,17.58,0.073,No,0
POS,18.0,16186.54,13391.49,6.0,0.1,32.45,0.255,Yes,1
POS,35.0,43181.22,1438.61,6.0,2.14,12.1,0.124,No,0
POS,31.0,71460.22,297.27,2.0,9.24,29.8,0.032,Yes,0
POS,35.0,93404.64,779.05,3.0,2.13,5.66,0.418,No,0
Online,30.0,19185.63,6321.87,4.0,4.22,19.53,0.284,No,1
POS,38.0,31375.76,1942.48,7.0,5.88,51.85,0.387,Yes,0
Online,57.0,30638.5,2186.3,6.0,5.88,66.68,0.044,No,1
Online,32.0,48049.76,8053.49,2.0,3.4,42.57,0.16,No,0
POS,39.0,25991.38,1149.27,6.0,6.64,4.28,0.128,No,0
POS,58.0,95935.97,,,9.34,18.12,0.541,No,0
Online,30.0,45890.02,1281.98,3.0,1.82,19.99,0.166,No,0
POS,56.0,42574.12,4446.72,5.0,3.55,38.98,0.087,Yes,0
,36.0,,1690.72,2.0,4.68,22.31,0.279,No,0
ATM,56.0,44676.21,1963.53,2.0,7.1,8.76,0.039,No,0
POS,,53882.14,5677.01,4.0,5.1,43.03,0.193,No,0
POS,39.0,32098.31,5282.06,2.0,4.62,61.26,0.125,,0
Online,35.0,24286.89,2118.83,2.0,0.35,35.0,0.073,No,0
ATM,29.0,34192.28,1559.97,3.0,1.6,11.66,0.256,Yes,0
POS,37.0,120397.84,12372.03,4.0,5.58,70.85,0.027,No,0
POS,46.0,59830.88,4506.95,4.0,3.46,37.19,0.181,Yes,0
POS,36.0,50917.32,1690.71,2.0,3.97,33.09,0.368,No,0
POS,33.0,28999.96,1301.1,1.0,4.81,59.52,0.266,,0
POS,33.0,,6967.02,6.0,12.03,37.89,0.185,Yes,0
ATM,47.0,24427.28,2805.81,3.0,3.51,18.67,0.647,No,0
Transfer,49.0,22230.99,2122.8,5.0,9.16,54.64,0.205,No,0
Transfer,29.0,34993.53,2804.61,2.0,8.94,9.6,0.101,,0
POS,29.0,108438.52,,0.0,7.41,11.21,0.209,No,0
POS,,105711.63,2362.22,1.0,2.46,13.52,0.349,No,0
ATM,53.0,36730.44,8330.95,7.0,5.41,22.84,0.38,No,0
Online,49.0,33224.01,8807.73,7.0,3.83,25.38,0.24,No,0
ATM,22.0,21509.6,4255.36,3.0,11.04,17.72,0.235,No,0
POS,33.0,46608.19,9884.91,3.0,6.23,18.43,0.423,No,0
Online,26.0,48403.31,2521.33,1.0,4.36,26.3,0.173,Yes,0
Online,33.0,64197.41,4985.94,1.0,10.35,9.62,0.166,No,0
ATM,,67794.49,6826.06,5.0,3.94,31.14,0.249,No,0
Online,20.0,41174.64,6926.32,2.0,6.65,1.74,0.195,,0
Online,18.0,57793.43,6248.18,6.0,7.11,20.64,0.266,No,0
Online,27.0,32831.06,4699.61,3.0,6.04,13.44,0.196,Yes,0
Online,39.0,57301.78,17697.42,2.0,4.68,68.95,0.131,No,0
Online,43.0,35816.48,1457.31,2.0,7.51,16.67,0.407,No,0
ATM,41.0,55335.73,2140.57,4.0,3.11,22.92,0.088,No,0
Online,49.0,53356.09,91161.41,2.0,8.34,17.33,0.322,Yes,1
ATM,18.0,46415.07,1730.18,6.0,4.16,8.13,0.304,No,1
Transfer,49.0,64341.53,342.16,4.0,9.01,7.83,0.175,No,0
POS,33.0,22197.57,9886.36,6.0,8.14,6.59,0.129,No,0
Online,44.0,27867.2,896.06,4.0,6.65,20.4,0.441,No,0
POS,21.0,39850.53,2962.71,,4.73,16.15,0.406,No,0
Online,36.0,,603.16,4.0,8.31,4.21,0.51,No,0
POS,39.0,37471.23,4650.65,3.0,6.71,63.01,0.039,No,0
Transfer,49.0,38018.73,1139.85,6.0,0.1,33.1,0.089,No,0
Transfer,19.0,81127.35,802.78,7.0,2.55,23.26,0.036,Yes,1
ATM,36.0,47980.88,3036.28,5.0,5.51,2.64,0.33,No,0
Online,24.0,71514.9,1240.55,3.0,5.84,27.66,0.302,Yes,0
POS,42.0,51542.98,,4.0,7.12,22.3,0.223,Yes,0
ATM,45.0,35361.1,2968.57,6.0,9.65,37.91,0.311,No,0
POS,,47790.89,5563.79,3.0,6.76,11.41,0.278,No,0
POS,30.0,62483.61,1102.84,4.0,0.1,14.14,0.072,No,0
Online,46.0,76991.35,927.83,3.0,5.59,24.9,0.262,Yes,0
Online,51.0,42398.92,2559.4,4.0,8.65,13.68,0.315,No,0
POS,18.0,21440.52,4286.81,4.0,5.33,27.38,0.129,No,0
Online,43.0,20772.95,10794.6,3.0,5.61,7.91,0.316,No,0
Online,47.0,38852.67,856.38,1.0,3.52,19.2,0.314,No,0
ATM,33.0,15714.86,1819.07,2.0,7.85,11.57,0.126,No,0
Transfer,23.0,100933.26,8101.72,5.0,3.94,36.62,0.207,No,0
POS,46.0,58867.1,17982.25,4.0,6.78,73.28,0.187,,0
ATM,23.0,33805.12,926.07,,6.29,61.63,0.193,No,0
Transfer,34.0,27311.86,1194.2,6.0,5.16,3.67,0.679,No,0
Online,36.0,,3659.74,3.0,6.45,29.11,0.318,No,0
POS,44.0,27262.87,,4.0,5.61,11.41,0.262,No,0
POS,29.0,28458.89,1170.06,5.0,8.83,7.72,0.249,No,0
Online,28.0,31880.25,3192.36,6.0,7.03,28.54,0.158,Yes,0
ATM,37.0,47370.6,11771.85,3.0,8.12,7.72,0.26,Yes,0
POS,47.0,59502.68,674.9,4.0,2.71,44.71,0.062,No,0
POS,61.0,76966.09,11185.57,2.0,2.52,28.97,0.054,No,0
Online,19.0,72016.81,1407.09,7.0,5.19,38.57,0.476,Yes,0
Online,39.0,,3532.77,,7.25,24.94,0.2,,0
,24.0,71228.81,12269.81,4.0,6.59,6.87,0.267,Yes,0
Online,47.0,33271.88,3461.2,5.0,2.75,15.66,0.435,Yes,0
Online,26.0,19831.52,1856.7,2.0,7.34,50.14,0.04,No,0
Online,29.0,33269.91,5126.72,4.0,3.12,18.67,0.161,No,0
POS,30.0,31307.11,2102.49,5.0,7.02,17.66,0.137,No,0
POS,,33861.15,4210.75,6.0,5.86,53.88,0.382,No,0
POS,40.0,29222.64,2037.27,5.0,4.32,24.34,0.271,No,0
Online,41.0,36567.62,5914.72,3.0,3.39,46.58,0.542,Yes,0
Online,36.0,59481.79,620.06,2.0,5.4,18.91,0.078,No,0
ATM,21.0,97370.98,907.35,5.0,5.25,9.36,0.236,Yes,0
POS,44.0,,611.01,3.0,1.86,2.09,0.314,,0
POS,35.0,25208.52,2362.83,10.0,6.81,18.58,0.441,No,0
POS,49.0,31516.51,541.59,3.0,8.47,22.34,0.407,Yes,0
ATM,28.0,63513.11,1251.65,3.0,7.58,43.57,0.272,No,0
Online,18.0,41035.44,825.95,7.0,5.95,0.2,0.356,No,0
POS,36.0,32486.13,,2.0,3.65,30.91,0.289,No,0
POS,50.0,62127.72,928.31,2.0,5.39,20.9,0.13,No,0
Online,38.0,69202.58,690.56,8.0,4.61,18.06,0.157,No,0
ATM,34.0,44621.71,3204.73,5.0,5.37,71.0,0.138,No,0
POS,26.0,31167.12,13505.7,,7.81,29.13,0.074,No,0
ATM,,50819.91,2226.04,1.0,4.68,55.31,0.147,No,0
Transfer,25.0,40515.79,2405.05,4.0,0.1,11.14,0.284,No,0
,28.0,40374.83,9088.85,5.0,7.4,15.05,0.354,No,0
Transfer,42.0,35733.28,6016.59,,6.19,43.85,0.112,No,0
POS,18.0,68231.41,3825.56,5.0,5.45,9.75,0.445,No,0
,50.0,50355.54,1396.47,5.0,1.48,10.23,0.201,Yes,0
Online,43.0,71717.0,3944.21,3.0,2.5,8.64,0.131,No,0
POS,46.0,82105.85,641.15,1.0,2.85,13.41,0.179,No,0
POS,42.0,55323.84,1339.93,4.0,3.25,25.09,0.35,No,0
Online,34.0,35828.65,10462.04,,3.53,30.68,0.11,No,0
POS,24.0,71866.43,9191.54,6.0,1.45,23.44,0.147,Yes,0
Transfer,34.0,55490.49,3872.02,4.0,11.45,16.11,0.132,No,0
POS,25.0,145209.57,363.11,1.0,9.51,21.52,0.21,No,0
Online,41.0,51738.84,746.82,3.0,5.83,55.68,0.138,No,0
Online,45.0,61597.55,1267.21,3.0,4.9,21.05,0.404,No,0
Online,52.0,51282.69,2105.58,0.0,10.48,15.16,0.141,Yes,0
Online,40.0,43037.34,715.97,3.0,9.87,1.64,0.137,No,0
Transfer,46.0,40053.11,1954.19,9.0,2.78,19.61,0.145,Yes,0
POS,33.0,51370.92,14637.49,2.0,5.74,42.5,0.034,No,0
Online,31.0,56894.1,3732.68,6.0,4.45,4.09,0.128,No,0
POS,,75651.48,3111.54,5.0,4.19,6.64,0.242,Yes,0
Online,32.0,51709.69,903.69,3.0,4.5,13.79,0.185,No,0
Online,39.0,36538.35,485.44,4.0,4.74,12.18,0.216,No,1
ATM,24.0,38844.95,732.05,,5.63,22.55,0.08,,0
POS,26.0,24812.33,466.22,5.0,5.65,66.19,0.372,No,0
Transfer,43.0,95031.53,2694.81,1.0,9.31,8.19,0.029,No,0
POS,46.0,35273.58,3669.94,7.0,2.58,11.95,0.304,No,0
POS,25.0,69547.55,952.18,5.0,7.9,18.35,0.606,No,0
ATM,43.0,50963.53,2898.55,3.0,1.77,11.16,0.152,No,0
Transfer,30.0,,10862.15,0.0,5.71,22.46,0.35,No,0
ATM,36.0,42683.44,17707.5,4.0,8.13,29.95,0.123,No,0
Transfer,52.0,31568.29,5401.63,,6.71,12.24,0.352,No,0
ATM,45.0,29102.43,2098.98,,4.05,38.14,0.311,No,0
Transfer,45.0,97951.45,5229.91,4.0,5.85,15.48,0.245,No,0
Online,57.0,,9661.03,4.0,9.96,11.07,0.424,No,1
ATM,28.0,74666.61,335.9,3.0,3.22,5.2,0.461,,0
POS,25.0,83920.56,11005.11,5.0,6.7,32.18,0.149,No,0
POS,28.0,37404.14,1450.2,2.0,7.9,25.61,0.23,No,0
POS,33.0,54447.67,1464.23,3.0,3.84,7.76,0.031,No,0
Transfer,18.0,45920.76,1753.06,7.0,10.21,9.94,0.148,No,0
Transfer,34.0,26733.47,3443.11,7.0,11.22,24.05,0.401,No,1
Online,30.0,41396.51,822.86,2.0,8.28,30.72,0.346,,0
ATM,45.0,58617.92,1880.39,,8.29,26.28,0.197,No,0
ATM,40.0,35948.93,4227.32,5.0,0.1,32.06,0.554,Yes,0
Online,29.0,38880.12,3110.74,4.0,1.04,80.14,0.174,No,0
Online,42.0,41622.77,3658.69,1.0,4.75,38.62,0.299,Yes,0
Online,44.0,116378.83,1808.18,5.0,3.03,32.78,0.24,No,0
ATM,28.0,19714.23,5002.81,8.0,6.88,13.24,0.253,No,0
POS,31.0,56396.21,,2.0,0.1,7.03,0.256,No,0
Transfer,18.0,40151.5,6771.55,0.0,6.86,50.21,0.159,No,0
POS,24.0,33729.33,3833.97,1.0,4.47,13.8,0.426,Yes,0
Transfer,28.0,39710.61,6392.87,5.0,3.37,28.14,0.34,No,0
POS,37.0,60763.05,5973.61,8.0,10.72,4.94,0.462,No,0
,26.0,62345.91,36335.62,3.0,4.08,3.16,0.1,Yes,0
Online,,48929.0,8451.62,0.0,0.15,38.37,0.423,No,0
POS,23.0,73581.68,2287.7,8.0,6.37,10.85,0.586,No,0
ATM,38.0,79649.63,1004.62,5.0,6.15,27.97,0.15,No,0
Transfer,41.0,,1925.43,5.0,4.48,10.96,0.196,No,0
ATM,40.0,35194.01,1794.1,4.0,12.05,30.23,0.425,Yes,0
Online,36.0,56213.74,,1.0,5.63,19.24,0.149,No,0
POS,19.0,56334.25,1241.15,0.0,8.04,16.67,0.286,Yes,0
Online,29.0,31175.37,8235.61,2.0,5.97,26.07,0.025,Yes,0
Online,32.0,22207.17,,5.0,8.81,29.18,0.144,No,0
POS,32.0,18109.08,488.59,,4.01,11.78,0.114,No,0
ATM,37.0,46437.04,2184.04,1.0,1.81,28.13,0.072,Yes,0
ATM,52.0,51458.74,1076.52,3.0,7.3,29.76,0.245,Yes,0
Transfer,45.0,26439.54,710.39,3.0,5.9,37.86,0.119,No,0
ATM,25.0,72051.2,1322.1,3.0,7.39,46.65,0.246,No,0
ATM,43.0,48190.44,1167.43,5.0,3.15,19.84,0.346,No,0
Online,43.0,82592.28,2525.46,6.0,6.44,11.04,0.22,No,0
Online,27.0,53165.18,1344.23,5.0,0.22,8.84,0.309,No,0
POS,,27849.43,1458.13,8.0,3.56,12.53,0.273,No,0
Transfer,34.0,55306.42,,3.0,2.89,13.4,0.34,No,0
Online,20.0,60837.86,,1.0,6.49,15.19,0.179,No,0
POS,41.0,35171.35,10881.2,2.0,3.55,19.39,0.463,No,0
POS,38.0,23516.93,,4.0,0.88,22.93,0.109,No,0
Online,33.0,47077.53,3132.51,5.0,3.3,23.96,0.14,Yes,0
POS,36.0,28682.36,2081.53,3.0,6.8,34.31,0.066,No,0
Transfer,28.0,74519.58,4045.23,3.0,5.39,50.0,0.468,,0
POS,43.0,37465.97,3693.26,1.0,2.76,24.12,0.176,No,0
Online,36.0,97781.26,9413.44,4.0,7.52,13.43,0.301,No,0
Transfer,38.0,,378.17,7.0,9.7,33.81,0.383,No,0
Online,40.0,47814.1,1977.42,2.0,7.73,32.34,0.203,No,0
Transfer,23.0,,3509.52,4.0,0.1,12.32,0.147,No,0
Online,26.0,30145.2,2435.15,6.0,5.71,32.72,0.032,Yes,0
POS,18.0,41888.95,977.38,2.0,4.57,8.78,0.354,No,0
POS,42.0,37535.85,681.76,5.0,0.1,7.11,0.24,No,0
Online,23.0,33081.26,5599.14,5.0,1.13,9.27,0.116,No,0
Transfer,37.0,50236.54,1172.77,6.0,7.4,34.33,0.12,No,0
Online,40.0,25121.47,432.31,3.0,5.56,16.45,0.094,No,0
Online,43.0,42808.07,5887.69,4.0,5.24,37.31,0.201,No,0
Online,23.0,56761.59,3956.16,5.0,3.05,53.04,0.367,No,0
ATM,35.0,40848.51,2226.47,4.0,8.25,51.2,0.255,No,0
ATM,54.0,,1001.74,5.0,1.31,12.0,0.261,No,0
Transfer,,71539.23,2231.89,1.0,2.34,17.02,0.033,No,0
Online,47.0,62506.97,8430.69,2.0,4.05,19.84,0.588,No,0
POS,40.0,28166.36,497.38,6.0,0.42,58.25,0.239,No,0
Online,25.0,25136.33,,4.0,2.36,11.8,0.428,No,0
POS,44.0,29320.78,1334.46,3.0,8.18,41.61,0.391,,0
Transfer,34.0,57514.4,2434.27,5.0,2.47,27.98,0.104,Yes,0
ATM,42.0,50941.11,1521.96,4.0,7.34,1.63,0.412,No,0
POS,29.0,64212.62,4754.57,5.0,6.9,15.98,0.215,No,0
POS,34.0,38857.26,7427.02,5.0,4.49,8.3,0.1,No,0
Transfer,38.0,29681.74,3303.75,2.0,0.74,15.54,0.164,Yes,0
POS,39.0,,4378.57,1.0,5.19,1.75,0.293,No,0
Online,41.0,35079.28,3281.79,3.0,0.1,60.73,0.271,No,0
POS,30.0,,2523.88,2.0,3.41,14.35,0.393,Yes,0
Online,21.0,22403.03,685.73,6.0,5.73,15.67,0.088,No,0
Online,54.0,34821.95,894.31,1.0,7.61,56.77,0.301,No,0
Online,63.0,70873.09,647.51,1.0,4.54,5.98,0.282,No,0
POS,,32600.87,2154.99,4.0,3.18,28.78,0.153,No,0
POS,21.0,64922.17,3153.68,2.0,2.94,10.76,0.053,No,0
Online,27.0,15763.6,586.86,5.0,3.6,3.26,0.158,No,0
POS,42.0,34985.59,2688.24,2.0,6.87,31.45,0.06,No,0
Transfer,,41660.48,1041.93,1.0,6.05,47.6,0.544,No,0
ATM,23.0,98573.81,858.21,2.0,4.93,18.93,0.202,No,0
POS,35.0,26591.3,1337.69,6.0,6.89,34.96,0.17,No,0
,38.0,60862.03,,3.0,5.0,11.76,0.648,No,0
Transfer,46.0,72405.47,4585.73,2.0,1.0,29.51,0.12,Yes,1
Online,32.0,32524.45,2113.38,2.0,1.67,20.36,0.321,No,0
Online,19.0,38037.66,5649.15,2.0,6.81,12.94,0.569,No,0
Transfer,43.0,47961.35,1604.47,3.0,0.88,7.95,0.159,Yes,0
POS,48.0,23103.73,1666.3,5.0,3.86,46.99,0.041,No,0
ATM,35.0,36666.59,16275.7,1.0,4.66,20.96,0.12,No,0
POS,40.0,79910.95,493.23,2.0,1.9,14.78,0.05,Yes,0
POS,31.0,56931.98,9031.98,3.0,0.1,16.38,0.325,No,0
Online,27.0,41935.15,13076.47,5.0,1.48,30.17,0.106,No,0
Online,47.0,47348.97,5376.88,6.0,0.1,34.15,0.296,No,1
Online,40.0,58444.05,1796.46,5.0,6.83,20.46,0.06,No,0
Online,41.0,,10414.43,7.0,6.19,28.35,0.246,Yes,0
Transfer,53.0,35032.5,1812.18,4.0,2.72,15.5,0.347,No,0
Online,24.0,89773.24,1234.3,4.0,0.9,17.14,0.051,Yes,0
POS,30.0,81371.02,1695.58,6.0,8.5,31.81,0.025,No,0
ATM,38.0,61033.84,1413.54,1.0,6.32,15.06,0.238,Yes,0
ATM,30.0,30794.33,,4.0,3.14,7.37,0.102,Yes,0
POS,45.0,28433.32,7585.96,8.0,8.56,30.62,0.348,Yes,0
POS,34.0,38849.33,1153.55,4.0,5.41,26.79,0.204,No,0
Transfer,25.0,46247.47,2426.97,4.0,5.95,38.28,0.147,No,1
POS,37.0,20304.47,590.09,9.0,1.87,30.29,0.271,No,0
ATM,38.0,56220.1,2578.23,5.0,0.45,26.25,0.184,No,0
Transfer,,80320.15,786.91,2.0,0.29,6.38,0.134,No,0
ATM,40.0,58327.63,767.82,2.0,11.25,20.03,0.22,No,0
Online,41.0,33196.31,2241.18,2.0,2.52,13.49,0.15,No,0
POS,40.0,,7194.11,1.0,5.2,30.12,0.426,No,0
Online,34.0,51500.73,3883.37,5.0,6.38,60.63,0.15,No,0
POS,28.0,42000.26,,3.0,4.94,33.68,0.04,No,0
Transfer,39.0,54928.43,2195.42,7.0,4.54,5.95,0.246,No,0
POS,32.0,58994.08,1787.2,5.0,4.47,25.16,0.08,No,0
POS,55.0,73553.51,5514.78,2.0,6.44,13.56,0.391,No,0
Online,,27037.02,1423.49,6.0,1.88,32.4,0.195,No,0
Transfer,,49719.19,5758.78,7.0,3.68,36.23,0.008,Yes,0
Online,40.0,38210.06,8604.09,4.0,0.1,19.58,0.242,No,1
Online,35.0,43046.32,1077.78,4.0,0.1,15.19,0.144,No,1
Online,22.0,66396.64,1248.38,2.0,1.11,26.2,0.069,Yes,0
Online,34.0,69725.71,1448.6,6.0,7.56,12.28,0.344,No,0
POS,37.0,84433.32,576.56,5.0,4.18,36.97,0.389,No,0
POS,39.0,54498.77,1563.44,4.0,7.09,30.46,0.659,No,0
Online,41.0,42826.41,9186.55,4.0,6.15,14.69,0.16,No,0
Online,46.0,40159.83,878.72,5.0,5.78,8.38,0.029,No,0
Online,28.0,20615.08,9407.31,3.0,2.17,24.25,0.438,No,0
POS,,82231.9,1620.68,3.0,5.22,41.76,0.295,No,0
Online,52.0,38931.68,20703.99,3.0,5.76,35.2,0.234,No,1
POS,44.0,56504.27,1264.25,4.0,11.6,7.25,0.175,No,0
Online,32.0,61081.62,2164.76,3.0,3.96,28.29,0.061,No,0
Online,35.0,25694.33,1006.13,1.0,7.2,30.46,0.614,No,0
POS,35.0,29700.28,1256.83,1.0,4.63,17.31,0.055,Yes,0
POS,36.0,90271.47,9530.24,5.0,2.89,21.03,0.206,No,0
Online,41.0,51282.96,4018.17,1.0,7.61,33.94,0.17,No,0
Online,64.0,34653.51,6994.39,5.0,10.67,22.74,0.43,No,0
Transfer,38.0,42512.85,,5.0,5.79,2.62,0.303,No,0
Online,43.0,73366.62,4812.03,3.0,2.95,10.41,0.255,No,0
POS,18.0,68518.52,946.34,4.0,6.4,14.49,0.148,No,0
POS,31.0,23264.43,656.37,6.0,5.84,10.67,0.579,No,0
Online,50.0,93886.84,3174.2,5.0,11.65,36.79,0.277,No,0
POS,40.0,69507.11,3141.9,4.0,7.23,27.52,0.235,Yes,0
ATM,,42015.92,2636.99,,2.2,6.34,0.093,No,0
ATM,43.0,,5123.56,0.0,8.82,27.1,0.633,No,0
Online,57.0,72310.29,5988.6,2.0,7.33,38.76,0.333,No,0
Online,,55759.89,10870.15,3.0,7.81,17.41,0.167,,0
,53.0,23351.31,760.29,2.0,6.33,25.84,0.35,No,0
